Component ID,serial number,project number,production number,total quantity,door type,shipping address
K064612-01Door_Panel,K064612-01,2107530,K064612/005,1,VH-1414VK,NEWCOLD
K064756-01Door_Leaf,K064756-01,2107530,K064756/003,3,AL-0804-H,NEWCOLD
K064756-03Door_Leaf,K064756-03,2107530,K064756/003,3,AL-0804-H,NEWCOLD
K064756-02Door_Leaf,K064756-02,2107530,K064756/003,3,AL-0804-H,NEWCOLD
K064756-01Door_Panel,K064756-01,2107530,K064756/004,3,AL-0804-H,NEWCOLD
K064756-03Door_Panel,K064756-03,2107530,K064756/004,3,AL-0804-H,NEWCOLD
K064756-02Door_Panel,K064756-02,2107530,K064756/004,3,AL-0804-H,NEWCOLD
K064756-03Door_Frame,K064756-03,2107530,K064756/005,3,AL-0804-H,NEWCOLD
K064756-01Door_Frame,K064756-01,2107530,K064756/005,3,AL-0804-H,NEWCOLD
K064756-02Door_Frame,K064756-02,2107530,K064756/005,3,AL-0804-H,NEWCOLD
K064757-01Door_Leaf,K064757-01,2107530,K064757/003,1,AL-0804-H,NEWCOLD
K064757-01Door_Panel,K064757-01,2107530,K064757/004,1,AL-0804-H,NEWCOLD
K064757-01Door_Frame,K064757-01,2107530,K064757/005,1,AL-0804-H,NEWCOLD
K064852-02Door_Leaf,K064852-02,2107530,K064852/003,2,VH-1414V (ATU),NEWCOLD
K064852-01Door_Leaf,K064852-01,2107530,K064852/003,2,VH-1414V (ATU),NEWCOLD
K064852-02Door_Panel,K064852-02,2107530,K064852/004,2,VH-1414V (ATU),NEWCOLD
K064852-01Door_Panel,K064852-01,2107530,K064852/004,2,VH-1414V (ATU),NEWCOLD
K064852-02Door_Frame,K064852-02,2107530,K064852/008,2,VH-1414V (ATU),NEWCOLD
K064852-01Door_Frame,K064852-01,2107530,K064852/008,2,VH-1414V (ATU),NEWCOLD
K065225-01Door_Leaf,K065225-01,2302099,K065225/003,1,VH-1414,CLAREBOUT
K065225-01Door_Panel,K065225-01,2302099,K065225/004,1,VH-1414,CLAREBOUT
K065225-01Door_Frame,K065225-01,2302099,K065225/007,1,VH-1414,CLAREBOUT
K065191-01Door_Leaf,K065191-01,2301066,K065191/002,2,KH-1010 KIT,COES LOGIS
K065191-02Door_Leaf,K065191-02,2301066,K065191/002,2,KH-1010 KIT,COES LOGIS
K065191-01Door_Frame,K065191-01,2301066,K065191/005,2,KH-1010 KIT,COES LOGIS
K065191-02Door_Frame,K065191-02,2301066,K065191/005,2,KH-1010 KIT,COES LOGIS
K065192-01Door_Leaf,K065192-01,2301066,K065192/002,1,KH-1010 KIT,COES LOGIS
K065192-01Door_Frame,K065192-01,2301066,K065192/005,1,KH-1010 KIT,COES LOGIS
X012983-03Door_Frame,X012983-03,2303087,X012983/002,4,KOZIJN,GEERLOFS
X012983-04Door_Frame,X012983-04,2303087,X012983/002,4,KOZIJN,GEERLOFS
X012983-01Door_Frame,X012983-01,2303087,X012983/002,4,KOZIJN,GEERLOFS
X012983-02Door_Frame,X012983-02,2303087,X012983/002,4,KOZIJN,GEERLOFS
