CSV_ID,CSV_NAME,CSV_DATE,CSV_FLAG,CSV_CHOICELIST,CSV_CHOICELIST_MULTI
250090,FORK PLATFORM 2.4.0 - 090,2024-01-07,Yes,item 10,"multi 2,multi 4,multi 6,multi 8,multi 10"
250091,FORK PLATFORM 2.4.0 - 091,2024-01-08,Yes,item 1,"multi 1,multi 2,multi 3"
250092,FORK PLATFORM 2.4.0 - 092,2024-01-06,No,item 2,"multi 1,multi 3,multi 5"
250093,FORK PLATFORM 2.4.0 - 093,2024-01-07,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
250094,FORK PLATFORM 2.4.0 - 094,2024-01-08,Yes,item 4,"multi 1,multi 2,multi 3"
250095,FORK PLATFORM 2.4.0 - 095,2024-01-06,No,item 5,"multi 1,multi 3,multi 5"
250096,FORK PLATFORM 2.4.0 - 096,2024-01-07,Yes,item 6,"multi 2,multi 4,multi 6,multi 8,multi 10"
250097,FORK PLATFORM 2.4.0 - 097,2024-01-08,Yes,item 7,"multi 1,multi 2,multi 3"
250098,FORK PLATFORM 2.4.0 - 098,2024-01-06,No,item 8,"multi 1,multi 3,multi 5"
250099,FORK PLATFORM 2.4.0 - 099,2024-01-07,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
250100,FORK PLATFORM 2.4.0 - 100,2024-01-08,Yes,item 10,"multi 1,multi 2,multi 3"
