Component ID,serial number,project number,production number,total quantity,door type,shipping address
K064853-01Door_Panel,K064853-01,2301929,K064853/004,4,KHG-1810 KIT,FRESH FOOD
K064853-03Door_Panel,K064853-03,2301929,K064853/004,4,KHG-1810 KIT,FRESH FOOD
K064853-02Door_Panel,K064853-02,2301929,K064853/004,4,KHG-1810 KIT,FRESH FOOD
K064853-01Door_Frame,K064853-01,2301929,K064853/007,4,KHG-1810 KIT,FRESH FOOD
K064853-04Door_Frame,K064853-04,2301929,K064853/007,4,KHG-1810 KIT,FRESH FOOD
K064853-03Door_Frame,K064853-03,2301929,K064853/007,4,KHG-1810 KIT,FRESH FOOD
K064853-02Door_Frame,K064853-02,2301929,K064853/007,4,KHG-1810 KIT,FRESH FOOD
K064854-02Door_Leaf,K064854-02,2301929,K064854/002,4,KHG-1810 KIT,FRESH FOOD
K064854-04Door_Leaf,K064854-04,2301929,K064854/002,4,KHG-1810 KIT,FRESH FOOD
K064854-01Door_Leaf,K064854-01,2301929,K064854/002,4,KHG-1810 KIT,FRESH FOOD
K064854-03Door_Leaf,K064854-03,2301929,K064854/002,4,KHG-1810 KIT,FRESH FOOD
K064854-04Door_Panel,K064854-04,2301929,K064854/004,4,KHG-1810 KIT,FRESH FOOD
K064854-02Door_Panel,K064854-02,2301929,K064854/004,4,KHG-1810 KIT,FRESH FOOD
K064854-03Door_Panel,K064854-03,2301929,K064854/004,4,KHG-1810 KIT,FRESH FOOD
K064854-01Door_Panel,K064854-01,2301929,K064854/004,4,KHG-1810 KIT,FRESH FOOD
K064854-02Door_Frame,K064854-02,2301929,K064854/007,4,KHG-1810 KIT,FRESH FOOD
K064854-01Door_Frame,K064854-01,2301929,K064854/007,4,KHG-1810 KIT,FRESH FOOD
K064854-03Door_Frame,K064854-03,2301929,K064854/007,4,KHG-1810 KIT,FRESH FOOD
K064854-04Door_Frame,K064854-04,2301929,K064854/007,4,KHG-1810 KIT,FRESH FOOD
K064994-01Door_Leaf,K064994-01,2300373,K064994/003,1,BSD-0804,KRAPPAN
K064994-01Door_Panel,K064994-01,2300373,K064994/004,1,BSD-0804,KRAPPAN
K064994-01Door_Frame,K064994-01,2300373,K064994/007,1,BSD-0804,KRAPPAN
K064995-01Door_Leaf,K064995-01,2300373,K064995/003,1,BSD-0804,KRAPPAN
K064995-01Door_Panel,K064995-01,2300373,K064995/004,1,BSD-0804,KRAPPAN
K064995-01Door_Frame,K064995-01,2300373,K064995/007,1,BSD-0804,KRAPPAN
K065024-01Door_Leaf,K065024-01,2300373,K065024/003,1,BSD-0804,KRAPPAN
K065024-01Door_Panel,K065024-01,2300373,K065024/004,1,BSD-0804,KRAPPAN
K065024-01Door_Frame,K065024-01,2300373,K065024/007,1,BSD-0804,KRAPPAN
K064882-01Door_Leaf,K064882-01,2302715,K064882/003,2,VH-1414V,RECHT
K064882-02Door_Leaf,K064882-02,2302715,K064882/003,2,VH-1414V,RECHT
K064882-01Door_Panel,K064882-01,2302715,K064882/005,2,VH-1414V,RECHT
K064882-02Door_Panel,K064882-02,2302715,K064882/005,2,VH-1414V,RECHT
K064882-02Door_Frame,K064882-02,2302715,K064882/007,2,VH-1414V,RECHT
K064882-01Door_Frame,K064882-01,2302715,K064882/007,2,VH-1414V,RECHT
K064998-01Door_Leaf,K064998-01,2300373,K064998/003,4,BSD-0804,KRAPPAN
K064998-04Door_Leaf,K064998-04,2300373,K064998/003,4,BSD-0804,KRAPPAN
K064998-03Door_Leaf,K064998-03,2300373,K064998/003,4,BSD-0804,KRAPPAN
K064998-02Door_Leaf,K064998-02,2300373,K064998/003,4,BSD-0804,KRAPPAN
K064998-03Door_Panel,K064998-03,2300373,K064998/004,4,BSD-0804,KRAPPAN
K064998-04Door_Panel,K064998-04,2300373,K064998/004,4,BSD-0804,KRAPPAN
K064998-01Door_Panel,K064998-01,2300373,K064998/004,4,BSD-0804,KRAPPAN
K064998-02Door_Panel,K064998-02,2300373,K064998/004,4,BSD-0804,KRAPPAN
K064998-01Door_Frame,K064998-01,2300373,K064998/007,4,BSD-0804,KRAPPAN
K064998-04Door_Frame,K064998-04,2300373,K064998/007,4,BSD-0804,KRAPPAN
K064998-02Door_Frame,K064998-02,2300373,K064998/007,4,BSD-0804,KRAPPAN
K064998-03Door_Frame,K064998-03,2300373,K064998/007,4,BSD-0804,KRAPPAN
X013068-02Door_Frame,X013068-02,2303494,X013068/002,2,KOZIJN,GEERLOFS
X013068-01Door_Frame,X013068-01,2303494,X013068/002,2,KOZIJN,GEERLOFS
X013070-01Door_Frame,X013070-01,2303494,X013070/002,1,KOZIJN,GEERLOFS
K065048-01Door_Leaf,K065048-01,2302874,K065048/002,1,BD-1804,MGZ
K064965-01Door_Leaf,K064965-01,2301385,K064965/003,1,KS-1810,VOETS
K064965-01Door_Frame,K064965-01,2301385,K064965/008,1,KS-1810,VOETS
K064967-03Door_Leaf,K064967-03,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-05Door_Leaf,K064967-05,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-06Door_Leaf,K064967-06,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-07Door_Leaf,K064967-07,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-08Door_Leaf,K064967-08,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-04Door_Leaf,K064967-04,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-01Door_Leaf,K064967-01,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-10Door_Leaf,K064967-10,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-09Door_Leaf,K064967-09,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-02Door_Leaf,K064967-02,2302404,K064967/002,10,KHG-1810 KIT,FRESH FOOD
K064967-06Door_Panel,K064967-06,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-02Door_Panel,K064967-02,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-10Door_Panel,K064967-10,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-01Door_Panel,K064967-01,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-09Door_Panel,K064967-09,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-08Door_Panel,K064967-08,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-03Door_Panel,K064967-03,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-04Door_Panel,K064967-04,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-05Door_Panel,K064967-05,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-07Door_Panel,K064967-07,2302404,K064967/004,10,KHG-1810 KIT,FRESH FOOD
K064967-01Door_Frame,K064967-01,2302404,K064967/007,10,KHG-1810 KIT,FRESH FOOD
K064967-06Door_Frame,K064967-06,2302404,K064967/007,10,KHG-1810 KIT,FRESH FOOD
